,city,country,lat,lon,max_temp (F),humidity (%),cloudiness (%),wind_speed (mph),date
812,Starotimoshkino,RU,53.7191,47.5312,74.43,58,7,6.29,1627959911
813,Duku,NG,11.2361,4.9073,72.88,93,100,4.05,1627959915
814,Concarneau,FR,47.875,-3.9225,58.05,86,100,3.87,1627959923
815,Arman',RU,59.7,150.1667,59.63,42,6,5.57,1627959932
816,Beyla,GN,8.6833,-8.6333,64.17,93,22,3.11,1627959941
818,Saint Albans,US,38.3857,-81.8362,65.34,87,15,3.4,1627959948
819,Kirensk,RU,57.7853,108.1119,61.47,79,100,0.96,1627959949
820,Ouadda,CF,8.0777,22.4007,66,99,91,3.13,1627959954
821,Antofagasta,CL,-23.65,-70.4,56.48,72,5,1.52,1627959958
822,Kishtwār,IN,33.3167,75.7667,74.43,67,0,1.43,1627959968
823,Igrim,RU,63.1906,64.4162,63.27,78,83,4.32,1627959972
824,Verín,ES,41.9415,-7.4381,57.56,88,80,3.58,1627959981
825,Nouakchott,MR,18.0858,-15.9785,76.93,89,57,8.61,1627959698
826,Del Rio,US,29.3627,-100.8968,80.42,75,97,10,1627959697
827,Río Gallegos,AR,-51.6226,-69.2181,37.45,75,0,14.97,1627959997
828,Namtsy,RU,62.7161,129.6658,73.51,37,90,10.96,1627959998
829,Aksarka,RU,66.5606,67.7975,60.91,68,30,4.25,1627960008
830,Iracoubo,GF,5.4802,-53.2011,77.45,81,97,5.64,1627960014
831,Fukuechō,JP,32.6881,128.8419,82.58,74,98,12.26,1627960022
832,Sept-Îles,CA,50.2001,-66.3821,57.06,87,77,5.97,1627960024
833,Bhadrāchalam,IN,17.6667,80.8833,82.94,71,97,10,1627960027
834,Sherghāti,IN,24.5667,84.7833,83.55,72,71,9.01,1627960033
835,Kidal,ML,18.4411,1.4078,86.07,46,97,10.07,1627960038
836,Pitangueiras,BR,-21.0094,-48.2217,63.12,62,0,4.52,1627959864
837,Lufilufi,WS,-13.8745,-171.5986,81.79,70,85,11.77,1627960047
838,Paragominas,BR,-2.9667,-47.4833,70.23,71,0,3.13,1627960048
839,Manono,CD,-7.3,27.4167,68.59,40,29,4.47,1627960057
840,Kerrville,US,30.0474,-99.1403,73.78,96,1,3.44,1627960062
841,Portland,AU,-38.3333,141.6,52.09,66,79,20.62,1627960066
842,Ajdabiya,LY,30.7554,20.2263,83.23,31,0,6.11,1627960071
843,Dormidontovka,RU,47.7702,134.9076,79.9,66,100,6.33,1627960081
844,Krasnozerskoye,RU,53.9828,79.2374,69.89,71,57,10.04,1627960090
845,Santa Rosa,AR,-36.6167,-64.2833,48.7,49,0,9.62,1627960094
846,Ekhabi,RU,53.5102,142.9671,57.07,80,100,13.24,1627960095
847,Pangai,TO,-19.8,-174.35,73.76,58,15,12.77,1627960105
848,Tortolì,IT,39.9256,9.6572,72.99,67,94,2.44,1627960109
849,Singapore,SG,1.2897,103.8501,84.79,74,75,2.3,1627959819
850,Turtas,RU,58.9417,69.1325,63.7,74,98,5.57,1627960124
851,Shelburne,CA,44.0787,-80.2041,58.28,62,6,6.73,1627960129
852,Santa Lucía,ES,27.9117,-15.5407,65.52,68,20,19.57,1627960137
853,Milford,US,41.2223,-73.0565,71.13,76,75,1.01,1627959913
854,Batemans Bay,AU,-35.7167,150.1833,64.09,44,6,13.38,1627960020
855,Ludvika,SE,60.1496,15.1878,46.6,91,8,3.62,1627960148
856,Beaverlodge,CA,55.2166,-119.4361,68.94,65,60,2.37,1627960154
857,Teya,RU,60.3778,92.6267,70.45,54,58,3.51,1627960158
858,Pinotepa Nacional,MX,16.3167,-98.0167,75.92,92,57,2.08,1627960168
859,Kungurtug,RU,50.5994,97.5228,62.1,57,100,2.06,1627960171
860,Nizhniy Kuranakh,RU,58.8353,125.4869,58.84,94,100,2.8,1627960180
861,Poli,CM,8.4833,13.25,69.89,96,41,4.36,1627960182
862,Aurora,BR,-6.9425,-38.9675,71.17,70,17,7.16,1627960185
863,Buchanan,LR,5.8808,-10.0467,75.69,81,61,3.85,1627960189
864,Verkhnevilyuysk,RU,63.4453,120.3167,80.65,36,0,11.03,1627960199
865,Bārmer,IN,25.75,71.3833,82.56,69,100,15.21,1627960207
866,Pô,BF,11.1697,-1.145,74.28,75,80,5.5,1627960213
867,Otta,NO,61.7712,9.5353,49.91,69,100,2.39,1627960218
868,Mosquera,CO,4.7059,-74.2302,57.29,67,75,12.66,1627960226
869,Wanaka,NZ,-44.7,169.15,43.38,71,50,4.09,1627960233
870,Minot,US,48.2325,-101.2963,79.79,37,1,1.99,1627959974
871,Muros,ES,42.7762,-9.0603,61.23,89,88,8.14,1627960242
872,Jacareacanga,BR,-6.2222,-57.7528,76.84,58,51,3,1627960244
873,San Antonio,CL,-33.5933,-71.6217,51.42,100,90,6.91,1627960245
874,Dubbo,AU,-32.25,148.6167,55.53,58,2,17.27,1627960253
875,Jaisalmer,IN,26.9147,70.9181,83.88,64,100,17.09,1627960262
877,Wattegama,LK,6.7989,81.4808,84.4,50,100,5.46,1627960265
878,Quang Ngai,VN,15.1167,108.8,84.85,63,100,3.96,1627960036
879,Oddur,SO,4.1213,43.8894,69.42,76,97,16.69,1627960279
881,Nadym,RU,65.5333,72.5167,62.35,64,100,7.2,1627960287
882,Perbaungan,ID,3.5679,98.956,86.11,68,99,2.71,1627960290
883,Hatta,IN,24.1167,79.6,75.6,89,100,15.9,1627960291
884,Chapayevka,UA,47.4711,36.3451,73.45,68,61,4.41,1627960293
886,Cedar City,US,37.6775,-113.0619,76.39,44,1,4.61,1627960018
887,Bilokurakyne,UA,49.5341,38.7307,73.4,65,97,4.16,1627960316
888,Milyutinskaya,RU,48.6279,41.6679,74.1,42,2,1.14,1627960319
889,Shenzhen,CN,22.5455,114.0683,89.55,93,94,6.67,1627960253
890,Gorontalo,ID,0.5412,123.0595,88.57,56,25,6.06,1627960201
891,Voyvozh,RU,62.892,54.9635,60.26,92,78,3.91,1627960345
892,Kudahuvadhoo,MV,2.6708,72.8944,82.04,70,96,1.41,1627960350
893,Paracatu,BR,-17.2222,-46.8747,62.55,54,12,2.3,1627960354
894,Denizli Province,TR,37.8402,29.0698,68.85,27,0,3.38,1627960364
895,Kalmunai,LK,7.4167,81.8167,84.29,59,100,2.93,1627960374
896,Moron,VE,10.4889,-68.2003,78.4,73,79,9.15,1627960382
897,Agüimes,ES,27.9054,-15.4461,70.43,68,20,19.57,1627960384
898,Tilichiki,RU,60.4667,166.1,51.15,49,100,20.98,1627960387
899,Madimba,TZ,-10.4,40.3333,68.38,87,10,9.1,1627960394
900,Rudkøbing,DK,54.9364,10.7102,57.18,72,100,11.16,1627960394
901,Kandiari,PK,26.9156,68.5216,89.69,55,30,9.24,1627960397
902,Voh,NC,-20.9667,164.7,76.64,44,0,5.82,1627960398
903,Oceanside,US,33.1959,-117.3795,88.72,73,1,1.01,1627960396
904,Sandnessjøen,NO,66.0217,12.6316,48.18,72,100,6.24,1627960417
906,Sørland,NO,67.667,12.6934,50.83,78,100,12.77,1627960426
907,Walvis Bay,NA,-22.9575,14.5053,59.09,93,0,10.04,1627960433
908,Guangyuan,CN,32.442,105.823,91.29,54,79,3.42,1627960443
909,Matli,PK,25.0431,68.6557,85.05,67,100,22.84,1627960447
910,Paita,PE,-5.0892,-81.1144,65.43,82,8,11.9,1627960449
911,Banjar,ID,-8.19,114.9675,78.66,64,14,1.23,1627960458
912,Tignère,CM,7.3667,12.65,63.68,98,100,4.32,1627960464
913,Trincomalee,LK,8.5711,81.2335,83.37,69,86,22.08,1627960467
914,Aksarayskiy,RU,46.7924,48.0119,73.35,28,83,3.06,1627960474
915,Sandwick,GB,60,-1.25,51.62,76,90,8.05,1627960476
916,Monteagudo,BO,-19.8167,-63.9833,50.63,56,51,2.55,1627960271
917,Ossora,RU,59.2353,163.0719,56.3,51,84,22.91,1627960483
918,Ténenkou,ML,14.4572,-4.9169,82.81,63,100,10.56,1627960489
919,Soyo,AO,-6.1349,12.3689,71.01,90,66,5.35,1627960498
920,Cascais,PT,38.6979,-9.4215,64.62,76,69,11.01,1627960508
921,Union,PH,10.6695,124.3252,85.86,71,75,16.98,1627960511
923,Zunyi,CN,27.6867,106.9072,84.52,61,5,2.95,1627960519
924,Shubarshi,KZ,48.5872,57.1869,85.86,24,3,4.16,1627960527
925,Madawaska,US,47.3561,-68.3288,59.05,76,1,8.05,1627960535
926,Nambucca Heads,AU,-30.65,153,69.17,71,98,8.93,1627960542
927,San Andrés,CO,12.5847,-81.7006,82.42,83,90,6.91,1627960346
928,Port-Gentil,GA,-0.7193,8.7815,75.65,86,91,8.08,1627960557
929,Tolstoy-Yurt,RU,43.4444,45.7722,70.12,83,0,4.47,1627960563
930,Wawa,CA,47.9834,-84.7832,57.7,93,100,6.04,1627960566
931,Haicheng,CN,40.8516,122.7475,79,73,89,1.59,1627960575
932,Tongzi,CN,28.7829,105.0877,90.84,54,0,2.46,1627960579
933,Daşoguz,TM,41.8363,59.9666,84.15,32,0,11.5,1627960587
934,Charcas,MX,23.1333,-101.1167,65.82,69,57,9.42,1627960588
936,Mangaratiba,BR,-22.9597,-44.0406,66.02,85,3,5.57,1627960598
937,Amberley,NZ,-43.1667,172.7333,47.77,77,100,24.94,1627960605
938,Oksbøl,DK,55.6268,8.2876,58.82,75,100,12.55,1627960611
939,St. Pete Beach,US,27.7253,-82.7412,86.13,73,1,1.01,1627960614
940,Capitán Bado,PY,-23.2667,-55.5333,52.81,59,0,5.19,1627960620
941,Vinh,VN,18.6667,105.6667,90.45,61,59,9.42,1627960345
943,Patitiri,GR,39.15,23.8667,91.38,72,0,10.51,1627960626
944,Pemberton,CA,50.3164,-122.8027,75.06,38,7,4.94,1627960630
945,Ţahţā,EG,26.7693,31.5021,85.69,19,5,1.41,1627960636
946,Kenai,US,60.5544,-151.2583,69.03,90,90,12.66,1627960642
947,Okha,RU,53.5739,142.9478,56.89,81,100,13.91,1627960648
948,Qandala,SO,11.472,49.8728,86.32,51,73,11.23,1627960659
949,Téra,NE,14.0078,0.7531,85.95,51,100,12.77,1627960663
950,Udomlya,RU,57.8794,34.9925,57.87,85,91,12.1,1627960663
951,Havelock,US,34.8791,-76.9013,76.95,93,37,1.99,1627960665
952,Mandal,NO,58.0274,7.4534,55.24,1,1,6.51,1627960669
953,Haines Junction,CA,60.7522,-137.5108,58.95,82,78,8.05,1627960671
954,Marsh Harbour,BS,26.5412,-77.0636,82.89,69,100,9.33,1627960672
955,Arrecife,ES,28.963,-13.5477,73.47,88,40,12.66,1627960676
957,Youkounkoun,GN,12.5333,-13.1333,72,98,83,4.21,1627960682
958,Shenjiamen,CN,29.9576,122.298,80.24,89,100,11.54,1627960685
959,Arshan',RU,46.2732,44.22,75.58,40,2,4.47,1627960689
960,Novobureyskiy,RU,49.798,129.8774,79.74,76,100,6.73,1627960692
961,Dhidhdhoo,MV,6.8833,73.1,82.02,74,87,7.81,1627960694
962,Kabelvåg,NO,68.2114,14.4817,48.52,82,98,8.5,1627960701
963,Norden,DE,53.6,7.2,56.97,79,72,7.63,1627960706
964,Baruun-Urt,MN,46.6806,113.2792,80.49,28,100,10.94,1627960715
965,Xam Nua,LA,20.4197,104.0439,79.2,73,71,3.27,1627960725
966,Hadrut,AZ,39.52,47.0318,74.5,25,64,4.74,1627960726
967,Valdivia,CL,-39.8142,-73.2459,46.71,98,62,2.71,1627960558
968,Owasso,US,36.2695,-95.8547,78.87,78,75,6.51,1627960737
969,Mao,TD,14.1212,15.3103,81.7,66,23,9.91,1627960739
970,Gizo Government Station,SB,-8.103,156.8419,81.27,80,99,9.62,1627960744
971,Ubinskoye,RU,55.3068,79.6802,66.92,75,97,8.81,1627960752
972,Lobito,AO,-12.3481,13.5456,69.13,84,3,5.26,1627960753
973,Flinders,AU,-34.5833,150.8552,67.21,52,2,8.99,1627960759
974,La Rioja,AR,-29.4111,-66.8507,56.21,37,0,3.13,1627960762
975,Walla Walla,US,46.0646,-118.343,92.19,46,1,0,1627960571
976,Bougouni,ML,11.417,-7.479,71.49,93,15,3.85,1627960772
977,Lang Son,VN,21.8333,106.7333,89.29,63,69,2.84,1627960773
978,Taiyuan,CN,37.8694,112.5603,82.26,54,0,2.24,1627960781
979,Taft,US,35.1425,-119.4565,93.25,26,0,1.99,1627960522
980,Huarmey,PE,-10.0681,-78.1522,64.38,85,33,10.65,1627960788
981,Mt. Pleasant,US,32.7941,-79.8626,80.01,90,20,1.01,1627960796
982,Tazovsky,RU,67.4667,78.7,61.36,70,86,10.89,1627960797
983,Storslett,NO,69.7678,21.0247,46.42,83,71,2.06,1627960798
984,São João da Barra,BR,-21.6403,-41.0511,67.78,80,2,9.37,1627960806
985,Makīnsk,KZ,52.6292,70.4169,67.53,51,98,8.57,1627960806
986,Concepción del Oro,MX,24.6333,-101.4167,61.68,73,100,5.03,1627960812
987,Yumen,CN,40.2833,97.2,75.76,15,29,2.68,1627960821
988,Menongue,AO,-14.6585,17.691,49.87,53,0,5.39,1627960828
989,Ikongo,MG,-21.8833,47.4333,57.22,80,0,2.71,1627960834
991,Nikolayevsk-on-Amur,RU,53.1406,140.73,53.35,97,100,6.24,1627960843
992,Maragheh,IR,37.3917,46.2398,68.27,32,20,13.8,1627960845
993,Bartica,GY,6.4,-58.6167,75.52,98,99,1.63,1627960850
994,Takhli,TH,15.2634,100.3438,83.14,69,97,10.6,1627960855
995,Cape Coast,GH,5.1053,-1.2466,75.04,89,94,6.46,1627960864
999,Carauari,BR,-4.8828,-66.8958,75.96,52,77,1.7,1627960885
1000,Celina,US,40.5489,-84.5702,66.54,83,100,5.41,1627960892
1001,Nerang,AU,-27.9833,153.3333,79.03,74,32,1.99,1627960902
1002,Kunhegyes,HU,47.3667,20.6333,57.18,65,35,4.56,1627960905
1003,Kédougou,SN,12.5579,-12.1743,73.54,97,100,2.68,1627960909
1004,Lázaro Cárdenas,MX,17.9583,-102.2,81.45,82,58,5.73,1627960914
1005,Okhotsk,RU,59.3833,143.3,58.19,62,100,10.31,1627960916
1006,Tahe,CN,52.3333,124.7333,78.69,45,100,5.59,1627960922
1007,Shimokizukuri,JP,40.8061,140.3861,94.1,54,100,6.35,1627960928
1008,Bontang,ID,0.1333,117.5,86.27,63,98,8.99,1627960833
1009,Ambatofinandrahana,MG,-20.55,46.8,48.31,78,0,2.46,1627960938
1010,Alfatar,BG,43.95,27.2833,72.61,87,0,6.78,1627960941
1011,West Plains,US,36.7281,-91.8524,73.33,81,90,3.44,1627960948
1012,Muravlenko,RU,63.7898,74.523,64.44,70,82,9.93,1627960956
1013,Arrifes,PT,37.7667,-25.7,64.65,82,20,8.05,1627960962
1014,Praia da Vitória,PT,38.7333,-27.0667,72.75,94,75,3.69,1627960964
1015,Lapua,FI,62.9693,23.0088,52.66,68,98,8.23,1627960972
1016,Dzhebariki-Khaya,RU,62.2167,135.8,78.58,35,100,1.07,1627960982
1017,Kalemie,CD,-5.9475,29.1947,67.6,60,11,1.7,1627960991
1018,Taksimo,RU,56.3444,114.8794,56.16,93,100,0.98,1627960995
1019,Sakakah,SA,29.9697,40.2064,83.77,18,0,2.62,1627961000
1020,Ojinaga,MX,29.5667,-104.4167,83.41,51,1,10.36,1627961003
1021,Ponta Delgada,PT,37.7333,-25.6667,66.92,82,20,8.05,1627961013
1023,Quesnel,CA,52.9999,-122.5029,64.9,88,68,2.3,1627961025
1024,Nava,MX,28.4167,-100.7667,79.99,78,90,1.01,1627961031
1025,Uarini,BR,-2.99,-65.1083,77.34,61,99,1.21,1627961038
1026,Anta,PE,-13.4706,-72.1483,42.37,82,16,4.45,1627960991
1027,Namanga,KE,-2.5433,36.7905,55.85,83,57,0.45,1627961045
1028,Warrnambool,AU,-38.3833,142.4833,51.82,73,91,23.82,1627961053
1029,Vigrestad,NO,58.5667,5.7,52.59,70,26,17.2,1627961056
1030,Medina del Campo,ES,41.3124,-4.9141,60.78,51,55,2.3,1627961060
1032,Kribi,CM,2.95,9.9167,74.59,92,95,4.76,1627961075
1033,Merke,KZ,42.8728,73.1786,84.04,19,99,2.62,1627961086
1034,Santiago,PH,16.6881,121.5487,89.2,59,100,6.44,1627961095
1035,Krutinka,RU,56.0055,71.5113,64.74,63,92,9.86,1627961097
1036,Payson,US,40.0444,-111.7321,74.41,61,1,0,1627961107
1037,Adeje,ES,28.1227,-16.726,69.93,78,20,4.61,1627961108
1038,Mangai,CD,-4.05,19.5333,67.78,32,89,0.83,1627961112
1039,Aykino,RU,62.2248,49.9922,61.48,82,100,4.68,1627961113
1040,Umm Kaddadah,SD,13.6017,26.6876,78.89,65,82,13.15,1627961109
1041,Westport,NZ,-41.7526,171.6037,54.54,49,100,3.8,1627961126
1044,Aripuanã,BR,-9.1667,-60.6333,73.78,46,17,3.02,1627961145
1045,Qui Nhon,VN,13.7667,109.2333,85.89,63,100,15.61,1627961148
1046,Priargunsk,RU,50.3691,119.1012,73.08,66,88,7.11,1627961153
1047,Malé,MV,4.1748,73.5089,82.15,71,97,4.12,1627961158
1048,Abhā,SA,18.2164,42.5053,62.42,88,0,0,1627961165
1049,Palu,ID,-0.8917,119.8707,88.09,66,39,2.68,1627961167
1050,Kazachinskoye,RU,57.6953,93.2761,57.83,93,91,2.1,1627961172
1051,Rosarito,MX,32.3333,-117.0333,87.04,57,0,11.43,1627960912
1052,Gold Coast,AU,-28,153.4333,78.17,75,40,5.99,1627961187
1053,Pakxan,LA,18.3778,103.6601,77.83,92,99,3.69,1627961191
1054,Kruisfontein,ZA,-34.0033,24.7314,48.6,88,0,7.78,1627961201
1055,Simao,CN,22.7886,100.9748,74.46,80,36,3.33,1627961203
1056,Bay Roberts,CA,47.5999,-53.2648,61.03,91,100,7,1627961205
1057,Sovetskiy,RU,61.3614,63.5842,63.95,69,51,4.81,1627961211
1058,Hurghada,EG,27.2574,33.8129,82.44,47,0,0,1627961154
1059,Coahuayana Viejo,MX,18.7333,-103.6833,79.52,87,82,1.48,1627961221
1060,Twin Falls,US,42.3505,-114.6445,73.29,53,1,4.61,1627961222
1061,Scottsbluff,US,41.8666,-103.6672,78.12,42,1,4,1627961225
1062,Tekāri,IN,24.9333,84.8333,82.62,70,75,8.32,1627961228
1063,Wunstorf,DE,52.4333,9.4167,58.08,100,0,2.3,1627961232
1064,Butembo,CD,0.15,29.2833,56.53,90,67,2.68,1627961233
1065,Erzurum Province,TR,40,41.5,60.48,66,7,3.91,1627961240
1066,Ferreñafe,PE,-6.6389,-79.7889,63.52,81,15,8.7,1627961245
1067,Omsukchan,RU,62.5333,155.8,37.44,95,100,8.5,1627961249
1068,Ahome,MX,25.9167,-109.1833,84.15,65,82,1.92,1627961253
1069,Mgandu,TZ,-5.95,34.1333,55.56,71,4,6.29,1627961258
1070,Oyama,JP,36.3,139.8,93.81,48,100,9.62,1627961268
1071,Aljezur,PT,37.3191,-8.8033,62.69,83,99,7.2,1627961271
1072,Guayaramerín,BO,-10.8368,-65.3614,68.68,47,5,3,1627961275
1073,Praya,ID,-8.7054,116.2704,84.06,70,75,14.97,1627961285
1074,Carpinteria,US,34.3989,-119.5185,87.1,58,1,5.44,1627961225
1075,Bandiagara,ML,14.3501,-3.6104,81.03,61,100,9.71,1627961298
1076,Morwell,AU,-38.2333,146.4,56.91,67,65,8.28,1627961307
1077,Pallasovka,RU,50.05,46.8833,82.72,29,2,5.97,1627961316
1079,Acapulco de Juárez,MX,16.8634,-99.8901,81.77,86,62,7.02,1627961276
1080,Belmonte,BR,-15.8631,-38.8828,64.9,80,62,6.55,1627961335
1081,Ambalavao,MG,-21.8333,46.9333,51.78,71,0,3.42,1627961338
1082,Maun,BW,-19.9833,23.4167,46.36,49,0,6.91,1627961347
1083,Honningsvåg,NO,70.9821,25.9704,49.75,71,40,6.91,1627961355
1084,Mwinilunga,ZM,-11.7358,24.4293,53.11,61,7,2.89,1627961358
1085,Buala,SB,-8.145,159.5921,81.34,79,82,5.84,1627961064
1086,Anito,PH,12.4497,125.2886,91.2,54,100,11.61,1627961362
1087,Nazilli,TR,37.9163,28.3223,72.7,28,0,3.94,1627961362
1088,Ust'-Kulom,RU,61.6864,53.6902,61.59,94,100,3.2,1627961364
1089,Pochutla,MX,15.7432,-96.4661,83.25,84,100,4.5,1627961367
1090,Petatlán,MX,17.5167,-101.2667,79.5,88,82,2.37,1627961369
1091,Sabha,LY,27.0377,14.4283,84.56,13,0,10.36,1627961372
1092,Quepos,CR,9.4236,-84.1652,80.04,93,100,3.47,1627961378
1093,Ambovombe,MG,-25.1667,46.0833,64.83,70,16,5.75,1627961382
1094,Jaggayyapeta,IN,16.9,80.1,85.06,58,68,17.76,1627961385
1096,Gigmoto,PH,13.7796,124.39,87.96,69,100,15.73,1627961394
1097,Boundiali,CI,9.5217,-6.4869,69.44,92,40,1.66,1627961395
1098,Kandrian,PG,-6.2167,149.55,76.64,94,100,7.7,1627961405
1099,Ballater,GB,57.0493,-3.0402,51.89,96,75,4.18,1627961409
1100,Majene,ID,-3.5403,118.9707,85.14,65,44,8.75,1627961412
1101,Luxor,EG,25.6989,32.6421,82.45,21,0,0,1627961419
1102,Baturaja,ID,-4.1333,104.1667,88.02,54,70,4.76,1627961423
1103,Beipiao,CN,41.7919,120.7792,77.32,64,80,4.27,1627961434
1104,Paris,US,33.6609,-95.5555,78.37,83,1,4.61,1627961440
1106,Sikasso,ML,10.9167,-7,71.2,94,28,3.65,1627961454
1107,Anadyr,RU,64.75,177.4833,48.7,93,90,15.01,1627961454
1108,Barcelos,BR,-0.9747,-62.9242,72.46,88,94,2.73,1627961462
1109,Beloha,MG,-25.1667,45.05,61.84,75,46,5.19,1627961468
1110,Yerofey Pavlovich,RU,53.9667,121.9667,74.61,57,72,5.37,1627961476
1111,Kikwit,CD,-5.041,18.8162,68.99,29,85,1.1,1627961482
1112,Noshiro,JP,40.2039,140.0242,94.03,64,97,6.93,1627961485
1113,Tupanciretã,BR,-29.0806,-53.8358,43.14,89,0,7.4,1627961494
1115,Mongoumba,CF,3.6415,18.5936,68.63,93,83,1.14,1627961506
1116,Xinyu,CN,27.8043,114.9334,94.41,54,4,9.93,1627961515
1117,Bealanana,MG,-14.55,48.7333,56.25,87,6,2.24,1627961523
1118,Mae Hong Son,TH,19.3003,97.9685,80.74,78,75,2.3,1627961530
1119,North Bay,CA,46.3168,-79.4663,64.38,72,1,3,1627961535
1120,Nizwá,OM,22.9333,57.5333,90.32,37,34,4.09,1627961544
1121,Alghero,IT,40.5589,8.3181,71.98,73,0,6.91,1627961550
